-6.136141174248346264e-01 5.000581802376507845e+00 1.985319249100770733e+00 3.666556092235055964e+00 4.476018846374183013e+00 1.999552167136207981e+00 5.005806259875043018e+00 2.228777804777448246e+00 5.861090080468693841e+00 3.990915348215557934e+00 2.998131262343511239e+00 5.038145554267423165e+00 -7.796746786771372228e+00 3.429808284049409295e+00 4.699897466298216919e+00 4.999446950983858606e+00 3.003605473456032904e+00 4.989846755856721217e+00 1.915546828747895614e+00 6.822609555328766895e+00 -2.461995769391110311e+00 1.002366846669199507e+00 1.836452240545521475e+00 2.025055089767233696e+00 2.992521933539224577e+00 2.992404788578956865e+00 -6.849341050361863026e+00 3.997468806436306199e+00 9.975876456285552862e-01 3.787426930633475131e-01
1.996670381573349085e+00 9.976569044417997745e-01 2.368124546508258987e+00 2.397061626476121976e+00 9.981344599385275629e-01 3.998398011835333943e+00 3.411574559925447669e-01 2.997771182081394592e+00 3.230087623338671499e+00 4.076246631542193022e+00 9.972098336218744308e-01 1.020662574465147410e+00 1.336408717392635026e+01 4.374009281723666653e+00 2.903684280358989955e+00 1.998451239617044406e+00 3.564296085449748741e+00 -1.641127193604806411e+00 -3.857160306847093878e-01 5.887947828618650403e-01 8.184799193154594477e+00 4.995150196993542124e+00 1.633553470016868348e+00 5.136307182948139705e+00 2.797337229660604940e+00 5.212205780661497201e+00 8.090363096652476216e+00 1.285938771978610617e+00 9.072572191605408065e-01 1.517362742253136831e+00
6.461832271746872358e-01 3.163386098912551958e+00 4.008656088595945022e+00 9.860651257104791068e-01 1.997500438073964713e+00 2.993975961148795939e+00 6.108329237479821927e+00 2.011509055174508731e+00 3.981098560085915672e+00 5.004800135748739720e+00 1.991898676919118483e+00 4.991702150117172110e+00 4.014306245371255244e+00 6.536089501258532941e+00 1.873603414746047857e+00 2.418115452029056645e+00 4.979518882536473789e+00 4.989800344491634121e+00 1.989166058130817039e+00 4.037991744397217531e+00 2.005236653268175573e+00 5.778869638814502885e+00 -3.980388385096707005e-01 3.942190445664508935e+00 5.000155848038144057e+00 5.928449680632276397e+00 1.003058651306603766e+00 2.775142100185167937e+00 9.953706467809484426e-01 -5.657978583137392992e-01
6.801931404407486781e+00 -1.850857053537835473e-01 6.166816244908883249e+00 1.000807923702642821e+00 3.000410636802783859e+00 2.994519300079391488e+00 3.995553943845517875e+00 7.883278583798801753e-01 1.973877739353174565e+00 4.996581074435367142e+00 2.002883075784415823e+00 -5.567269693509542261e-01 1.181456425219589335e+01 5.007177543392821839e+00 2.413371930943811527e+00 3.572382313184834679e+00 3.474097343991293219e+00 9.969153972762699878e-01 -1.553840725057378691e+00 9.862048945534388489e-01 1.180780207670579118e+00 4.986319078667879268e+00 4.996971691702920992e+00 4.968726076856603946e+00 5.127567877760275117e+00 1.001707601427596517e+00 9.968852163386456855e-01 6.178692149330256456e+00 3.640035288213244957e+00 9.928978076995427227e-01
6.921330626932268970e+00 3.994430507665519769e+00 2.163203625458922197e+00 4.640962268003803182e+00 4.004451053385111869e+00 6.018453928414223775e+00 3.996868128683734867e+00 5.458215532593193586e+00 1.995612311750756707e+00 9.071885648312353112e+00 2.999837071546457512e+00 3.138365718591409337e+00 -2.404667106869500248e-01 1.002567614089511894e+00 4.022738982862824386e+00 1.996130691771983212e+00 1.994728359008352214e+00 1.851562021769989075e+00 4.744979558894494964e+00 1.689608903162161280e+00 5.090503048033554911e+00 1.866265537215946457e+00 2.087526481778263943e+00 2.977438603596056055e+00 -4.928245090961716812e+00 6.176937307891931184e+00 1.998018420978949772e+00 1.105808782859181161e-01 4.994284805321804299e+00 3.998658662948538112e+00
5.543891143398156807e+00 3.814357774447735938e+00 5.976764925106089699e+00 3.877717712361298918e+00 5.672180353928217400e+00 2.996419869006894388e+00 5.162467506752902224e+00 3.997724583358332140e+00 6.000746579329695685e+00 7.797518681209724356e+00 4.996103416761181748e+00 2.356653435178333034e+00 6.251523783521427902e+00 4.847929035329193503e+00 7.060211660826382740e+00 6.108357959475039678e+00 5.354750310772220523e+00 1.936888935554401225e+00 7.575936663805675764e-01 4.513965358773582182e+00 4.505031676871913859e+00 5.559011312509763769e+00 4.704513576471978098e+00 6.294062551723880183e+00 3.996016082364290067e+00 5.307932954145243798e+00 1.157003014263036922e-01 5.520207667359811943e+00 3.997017282628724022e+00 2.994070958705982832e+00
1.998301387526887130e+00 1.066475564297928180e+01 4.988893020455331673e+00 4.005554202693272892e+00 1.424009942493401626e+00 4.992901096377378778e+00 7.547058970339591610e+00 6.482383203952017503e+00 5.000515424445207024e+00 1.166561931217742298e+01 5.900031272561169438e+00 9.339671023986340970e+00 9.967182777597557441e-01 5.129880587455623697e+00 4.608570700889475624e+00 3.996723575755673608e+00 4.997028164045775434e+00 1.099812068552386179e+01 5.013863013186216300e+00 3.854546274386277727e+00 3.130068801742945439e+00 5.015080679826942500e+00 9.938654714351844444e-01 3.953067956183824894e+00 9.210791240138869185e-01 4.989852973810632975e+00 1.994946143321604470e+00 2.928168137787526604e+00 1.001717842096016220e+00 4.996838429271984516e+00
3.005797706110655998e+00 2.485358863403466234e+00 1.996946393914849738e+00 9.652735784440293898e-01 5.469718085951758013e+00 -3.638091177783731478e+00 3.994683828816729676e+00 9.949172042303866537e-01 1.001330879263251372e+00 3.995832948394341777e+00 1.999949818116983469e+00 2.475119378734297548e+00 -4.258010348522155653e+00 8.105902526036794509e-01 3.996573241300705348e+00 2.684022700752397128e+00 2.416157644179060870e+00 4.000849286869358146e+00 3.995211410359282400e+00 2.646305231724799700e+00 3.997285118359287459e+00 9.921343757582228307e-01 9.937221588310989340e-01 2.000378153296154871e+00 -2.108231735436187915e+00 3.389331712711218358e+00 8.348389950845103158e-02 1.996675393490202177e+00 5.379932861199955063e+00 2.897283699243284438e+00
8.599701643527092543e+00 9.932906939149330761e-01 3.003213966292245019e+00 2.614935074345762445e+00 4.989560541698733864e+00 9.992638588320441606e-01 1.895594859293374235e+00 2.832251740542285567e+00 1.454840656957860245e+00 3.363764607456684708e+00 3.797447432671426260e+00 -1.358704806320685687e+00 3.273310497574315470e+00 -1.234102001887074751e+00 5.004352408042959333e+00 2.018106787344257746e+00 1.992476365935043292e+00 9.924443724715025228e-01 4.003026574344751509e+00 9.281617829351742621e-01 4.154140105568460584e+00 9.909867346509685371e-01 4.986345518824678358e+00 1.986437427948593015e+00 -1.233759650924370010e+00 3.511996335170545880e+00 2.999638981989461328e+00 2.009429109798415602e+00 7.609398036019181966e+00 4.020276029617214419e+00
1.332462104852531581e+00 5.001563222078748261e+00 -7.900843992686032990e-01 6.548684335427264358e+00 1.828355602603437546e+00 9.749860657439814560e+00 2.998788089475877605e+00 5.461308828985702135e+00 5.797213019884250862e+00 3.995019509318130435e+00 1.996921324263257969e+00 6.485388242732293307e+00 2.279632061250759456e+00 3.752122675703382093e+00 2.997732302754039679e+00 5.281510377271836365e-01 3.111504594163630344e+00 4.994658307074213432e+00 7.545895194116630122e+00 4.993550804154204492e+00 6.106478657927628895e+00 1.982233937089514120e+00 9.952244517890699305e-01 2.038773594665364897e+00 9.989181980876695732e-01 1.017855636849408896e+01 7.958515900167125068e+00 -1.171070753577999390e+00 2.997855368162513301e+00 9.951235630214254613e-01
5.014884791053221491e+00 7.613940501172415942e-01 5.009690505354037704e+00 -7.237447662878879751e-01 4.989388452012249786e+00 9.957941952654030260e-01 1.995334994506490656e+00 2.262944380061292726e+00 1.005469332497165968e+00 5.434276181788611382e+00 -1.065486893561889525e+00 -1.259976578357333121e+00 3.000062562364016916e+00 3.574834610800745605e+00 4.042851813451677323e+00 5.627169654409426514e+00 3.997993704933866077e+00 -1.209631789730388540e+00 -3.952422788365698381e+00 1.000203790624414335e+00 -4.966258924529975971e+00 1.986642185478369127e+00 3.371883459180419429e+00 3.669511930581209835e+00 9.928100872457428228e-01 -2.056465536945995876e+00 -1.031988579020585917e+01 6.418491286736557555e+00 3.001007083413620435e+00 1.995224356723344972e+00
